frameIndex;frameTime;pcm_LOGenergy
622;6.220000;-6.092578e+000
623;6.230000;-6.438164e+000
624;6.240000;-7.245504e+000
625;6.250000;-8.698153e+000
626;6.260000;-9.324042e+000
627;6.270000;-8.392085e+000
628;6.280000;-8.345257e+000
629;6.290000;-8.061242e+000
630;6.300000;-6.111619e+000
631;6.310000;-5.387757e+000
632;6.320000;-5.294707e+000
633;6.330000;-5.534869e+000
634;6.340000;-5.776944e+000
635;6.350000;-5.936496e+000
636;6.360000;-6.231600e+000
637;6.370000;-6.239849e+000
638;6.380000;-6.552737e+000
639;6.390000;-6.598021e+000
640;6.400000;-6.785795e+000
641;6.410000;-6.864141e+000
642;6.420000;-6.708547e+000
643;6.430000;-6.775650e+000
644;6.440000;-6.896142e+000
645;6.450000;-6.892833e+000
646;6.460000;-6.878533e+000
647;6.470000;-7.021878e+000
648;6.480000;-6.980088e+000
649;6.490000;-7.036033e+000
650;6.500000;-7.385865e+000
651;6.510000;-7.914706e+000
652;6.520000;-8.908219e+000
653;6.530000;-1.078249e+001
654;6.540000;-9.374750e+000
655;6.550000;-8.446704e+000
656;6.560000;-8.426356e+000
657;6.570000;-9.464844e+000
658;6.580000;-6.977417e+000
659;6.590000;-6.278109e+000
660;6.600000;-6.219138e+000
661;6.610000;-6.938067e+000
662;6.620000;-8.470253e+000
663;6.630000;-1.100731e+001
664;6.640000;-1.107677e+001
665;6.650000;-8.668184e+000
666;6.660000;-8.475900e+000
667;6.670000;-8.482975e+000
668;6.680000;-6.316786e+000
669;6.690000;-5.398044e+000
670;6.700000;-4.960842e+000
671;6.710000;-4.847859e+000
672;6.720000;-4.842064e+000
673;6.730000;-4.946249e+000
674;6.740000;-5.104959e+000
675;6.750000;-5.267667e+000
676;6.760000;-5.353428e+000
677;6.770000;-5.406386e+000
678;6.780000;-5.486636e+000
679;6.790000;-5.641247e+000
680;6.800000;-5.815208e+000
681;6.810000;-5.937267e+000
682;6.820000;-6.162104e+000
683;6.830000;-6.370763e+000
684;6.840000;-6.494007e+000
685;6.850000;-6.602045e+000
686;6.860000;-6.656600e+000
687;6.870000;-6.885834e+000
688;6.880000;-6.781436e+000
689;6.890000;-6.812714e+000
690;6.900000;-7.056224e+000
691;6.910000;-7.178282e+000
692;6.920000;-7.446504e+000
693;6.930000;-7.749442e+000
694;6.940000;-7.795001e+000
695;6.950000;-7.818861e+000
696;6.960000;-7.721681e+000
697;6.970000;-7.965688e+000
698;6.980000;-8.122911e+000
699;6.990000;-8.392923e+000
700;7.000000;-8.707512e+000
701;7.010000;-9.140413e+000
702;7.020000;-9.524828e+000
703;7.030000;-1.053138e+001
704;7.040000;-1.204473e+001
705;7.050000;-1.378733e+001
706;7.060000;-1.402300e+001
707;7.070000;-1.475081e+001
708;7.080000;-1.589079e+001
709;7.090000;-1.540361e+001
710;7.100000;-1.522134e+001
711;7.110000;-1.561313e+001
712;7.120000;-1.566059e+001
713;7.130000;-1.549298e+001
714;7.140000;-1.542911e+001
715;7.150000;-1.506155e+001
716;7.160000;-1.505094e+001
717;7.170000;-1.517948e+001
718;7.180000;-1.533987e+001
719;7.190000;-1.553636e+001
720;7.200000;-1.530422e+001
721;7.210000;-1.498747e+001
722;7.220000;-1.477226e+001
723;7.230000;-1.465493e+001
724;7.240000;-1.471859e+001
725;7.250000;-1.470194e+001
726;7.260000;-1.471597e+001
727;7.270000;-1.461573e+001
728;7.280000;-1.460878e+001
729;7.290000;-1.467106e+001
730;7.300000;-1.445350e+001
731;7.310000;-1.432235e+001
732;7.320000;-1.441679e+001
733;7.330000;-1.431606e+001
734;7.340000;-1.419980e+001
735;7.350000;-1.392780e+001
736;7.360000;-1.386746e+001
737;7.370000;-1.390599e+001
738;7.380000;-1.358160e+001
739;7.390000;-1.330453e+001
740;7.400000;-1.309748e+001
741;7.410000;-1.318221e+001
742;7.420000;-1.333981e+001
743;7.430000;-1.291922e+001
744;7.440000;-1.291737e+001
745;7.450000;-1.309587e+001
746;7.460000;-1.296455e+001
747;7.470000;-1.286112e+001
748;7.480000;-1.297750e+001
749;7.490000;-1.274923e+001
750;7.500000;-1.235640e+001
751;7.510000;-1.262833e+001
752;7.520000;-1.257818e+001
753;7.530000;-1.249132e+001
754;7.540000;-1.246218e+001
755;7.550000;-1.261774e+001
756;7.560000;-1.253259e+001
757;7.570000;-1.238164e+001
758;7.580000;-1.259158e+001
759;7.590000;-1.293246e+001
760;7.600000;-1.299585e+001
761;7.610000;-1.300125e+001
762;7.620000;-1.299748e+001
763;7.630000;-1.336341e+001
764;7.640000;-1.316514e+001
765;7.650000;-1.322142e+001
766;7.660000;-1.361349e+001
767;7.670000;-1.375071e+001
768;7.680000;-1.386727e+001
769;7.690000;-1.375150e+001
770;7.700000;-1.396687e+001
771;7.710000;-1.417640e+001
772;7.720000;-1.405893e+001
773;7.730000;-1.392998e+001
774;7.740000;-1.380825e+001
775;7.750000;-1.398082e+001
776;7.760000;-1.459846e+001
777;7.770000;-1.449244e+001
778;7.780000;-1.442254e+001
779;7.790000;-1.451106e+001
780;7.800000;-1.475585e+001
781;7.810000;-1.476161e+001
782;7.820000;-1.472684e+001
783;7.830000;-1.484744e+001
784;7.840000;-1.510041e+001
785;7.850000;-1.514734e+001
786;7.860000;-1.347305e+001
787;7.870000;-1.299307e+001
788;7.880000;-1.336675e+001
789;7.890000;-1.460082e+001
790;7.900000;-1.607590e+001
791;7.910000;-1.515824e+001
792;7.920000;-1.488792e+001
793;7.930000;-1.479246e+001
794;7.940000;-1.298108e+001
795;7.950000;-7.880334e+000
796;7.960000;-7.383306e+000
797;7.970000;-7.051985e+000
798;7.980000;-6.835715e+000
799;7.990000;-6.565742e+000
800;8.000000;-6.280858e+000
801;8.010000;-6.366631e+000
802;8.020000;-6.666981e+000
803;8.030000;-7.048375e+000
804;8.040000;-7.252903e+000
805;8.050000;-7.638729e+000
806;8.060000;-7.878787e+000
807;8.070000;-8.325715e+000
808;8.080000;-9.113913e+000
809;8.090000;-9.957649e+000
810;8.100000;-1.293788e+001
811;8.110000;-1.327380e+001
812;8.120000;-1.408025e+001
813;8.130000;-1.488356e+001
814;8.140000;-1.139136e+001
815;8.150000;-1.053861e+001
816;8.160000;-8.638933e+000
817;8.170000;-8.355265e+000
818;8.180000;-7.746583e+000
819;8.190000;-7.372470e+000
820;8.200000;-7.307504e+000
821;8.210000;-7.435843e+000
822;8.220000;-7.457268e+000
823;8.230000;-6.205701e+000
824;8.240000;-5.543264e+000
825;8.250000;-5.407602e+000
826;8.260000;-5.360823e+000
827;8.270000;-5.110981e+000
828;8.280000;-5.112946e+000
829;8.290000;-5.156078e+000
830;8.300000;-5.376298e+000
831;8.310000;-5.586992e+000
832;8.320000;-5.711434e+000
833;8.330000;-5.788200e+000
834;8.340000;-5.684119e+000
835;8.350000;-5.647097e+000
836;8.360000;-5.875837e+000
837;8.370000;-6.521322e+000
838;8.380000;-7.196270e+000
839;8.390000;-7.952258e+000
840;8.400000;-1.002226e+001
841;8.410000;-1.167395e+001
842;8.420000;-1.237677e+001
843;8.430000;-1.279769e+001
844;8.440000;-7.558878e+000
845;8.450000;-5.952298e+000
846;8.460000;-5.380709e+000
847;8.470000;-5.598741e+000
848;8.480000;-6.401693e+000
849;8.490000;-9.205414e+000
850;8.500000;-1.017582e+001
851;8.510000;-9.626420e+000
852;8.520000;-9.303217e+000
853;8.530000;-9.700472e+000
854;8.540000;-6.862145e+000
855;8.550000;-5.601840e+000
856;8.560000;-4.886478e+000
857;8.570000;-4.380511e+000
858;8.580000;-4.102705e+000
859;8.590000;-4.233935e+000
860;8.600000;-4.551982e+000
861;8.610000;-4.755617e+000
862;8.620000;-4.935493e+000
863;8.630000;-5.079474e+000
864;8.640000;-5.336335e+000
865;8.650000;-5.586600e+000
866;8.660000;-5.829154e+000
867;8.670000;-6.093151e+000
868;8.680000;-6.191793e+000
869;8.690000;-6.226634e+000
870;8.700000;-6.449197e+000
871;8.710000;-6.897407e+000
872;8.720000;-7.215866e+000
873;8.730000;-7.563730e+000
874;8.740000;-5.767353e+000
875;8.750000;-5.206203e+000
876;8.760000;-5.040294e+000
877;8.770000;-5.303038e+000
878;8.780000;-6.092520e+000
879;8.790000;-8.872779e+000
880;8.800000;-1.070990e+001
881;8.810000;-1.123323e+001
882;8.820000;-1.215678e+001
883;8.830000;-1.223402e+001
884;8.840000;-1.278316e+001
885;8.850000;-1.347585e+001
886;8.860000;-1.441905e+001
887;8.870000;-1.253445e+001
888;8.880000;-1.042095e+001
889;8.890000;-1.021307e+001
890;8.900000;-1.069129e+001
891;8.910000;-1.080614e+001
892;8.920000;-1.116966e+001
893;8.930000;-1.151167e+001
894;8.940000;-1.149571e+001
895;8.950000;-6.760870e+000
896;8.960000;-5.537226e+000
897;8.970000;-5.116206e+000
898;8.980000;-5.276749e+000
899;8.990000;-5.807490e+000
900;9.000000;-6.744505e+000
901;9.010000;-7.412302e+000
902;9.020000;-7.922043e+000
903;9.030000;-8.876963e+000
904;9.040000;-1.030872e+001
905;9.050000;-1.062057e+001
906;9.060000;-1.061298e+001
907;9.070000;-1.065876e+001
908;9.080000;-9.073965e+000
909;9.090000;-7.751015e+000
910;9.100000;-7.161254e+000
911;9.110000;-6.353010e+000
912;9.120000;-5.672652e+000
913;9.130000;-5.485014e+000
914;9.140000;-5.629456e+000
915;9.150000;-5.875259e+000
916;9.160000;-6.135998e+000
917;9.170000;-6.362285e+000
918;9.180000;-6.526515e+000
919;9.190000;-6.472573e+000
920;9.200000;-6.760921e+000
921;9.210000;-6.973827e+000
922;9.220000;-7.848372e+000
923;9.230000;-8.251151e+000
924;9.240000;-8.164915e+000
925;9.250000;-8.080384e+000
926;9.260000;-8.100810e+000
927;9.270000;-8.246510e+000
928;9.280000;-8.521316e+000
929;9.290000;-8.995008e+000
930;9.300000;-8.531777e+000
931;9.310000;-7.048979e+000
932;9.320000;-6.294898e+000
933;9.330000;-6.259329e+000
934;9.340000;-6.425558e+000
935;9.350000;-6.658381e+000
936;9.360000;-6.779771e+000
937;9.370000;-6.696921e+000
938;9.380000;-6.734997e+000
939;9.390000;-6.482540e+000
940;9.400000;-6.431619e+000
941;9.410000;-6.474698e+000
942;9.420000;-6.495788e+000
943;9.430000;-6.580418e+000
944;9.440000;-6.672723e+000
945;9.450000;-7.083336e+000
946;9.460000;-7.864870e+000
947;9.470000;-9.467922e+000
948;9.480000;-1.128337e+001
949;9.490000;-1.111644e+001
950;9.500000;-1.125340e+001
951;9.510000;-1.122511e+001
952;9.520000;-1.150531e+001
953;9.530000;-1.134188e+001
954;9.540000;-1.137580e+001
955;9.550000;-1.152471e+001
956;9.560000;-1.193666e+001
957;9.570000;-1.214191e+001
958;9.580000;-1.257869e+001
959;9.590000;-1.283822e+001
960;9.600000;-1.339498e+001
961;9.610000;-1.396702e+001
962;9.620000;-1.564552e+001
963;9.630000;-1.577722e+001
964;9.640000;-1.418425e+001
965;9.650000;-1.329954e+001
966;9.660000;-1.312683e+001
967;9.670000;-1.345573e+001
968;9.680000;-1.349127e+001
969;9.690000;-1.364077e+001
970;9.700000;-1.393274e+001
971;9.710000;-1.394068e+001
972;9.720000;-1.411854e+001
973;9.730000;-1.446484e+001
974;9.740000;-1.418914e+001
975;9.750000;-1.433434e+001
976;9.760000;-1.474861e+001
977;9.770000;-1.504564e+001
978;9.780000;-1.507263e+001
979;9.790000;-1.514258e+001
980;9.800000;-1.505511e+001
981;9.810000;-1.514459e+001
982;9.820000;-1.564164e+001
983;9.830000;-1.600651e+001
984;9.840000;-1.575901e+001
985;9.850000;-1.592684e+001
986;9.860000;-1.613091e+001
987;9.870000;-1.641524e+001
988;9.880000;-1.674688e+001
989;9.890000;-1.672580e+001
990;9.900000;-1.649619e+001
991;9.910000;-1.649239e+001
992;9.920000;-1.649836e+001
993;9.930000;-1.652141e+001
994;9.940000;-1.638901e+001
995;9.950000;-1.651008e+001
996;9.960000;-1.603124e+001
997;9.970000;-1.595512e+001
998;9.980000;-1.666952e+001
999;9.990000;-1.614775e+001
1000;10.000000;-1.633681e+001
1001;10.010000;-1.564789e+001
1002;10.020000;-1.579049e+001
1003;10.030000;-1.580209e+001
1004;10.040000;-1.642557e+001
1005;10.050000;-1.628229e+001
1006;10.060000;-1.617397e+001
1007;10.070000;-1.620478e+001
1008;10.080000;-1.075969e+001
1009;10.090000;-7.742849e+000
1010;10.100000;-6.500786e+000
1011;10.110000;-5.941069e+000
1012;10.120000;-5.889308e+000
1013;10.130000;-6.077588e+000
1014;10.140000;-6.040503e+000
1015;10.150000;-6.068994e+000
1016;10.160000;-6.085815e+000
1017;10.170000;-6.193139e+000
1018;10.180000;-6.269459e+000
1019;10.190000;-6.208490e+000
1020;10.200000;-5.895482e+000
1021;10.210000;-5.409138e+000
1022;10.220000;-4.841217e+000
1023;10.230000;-4.456831e+000
1024;10.240000;-4.460436e+000
1025;10.250000;-4.751143e+000
1026;10.260000;-4.930391e+000
1027;10.270000;-4.974958e+000
1028;10.280000;-5.131016e+000
1029;10.290000;-5.350278e+000
1030;10.300000;-5.892263e+000
1031;10.310000;-6.540867e+000
1032;10.320000;-7.075807e+000
1033;10.330000;-7.537731e+000
1034;10.340000;-6.686728e+000
1035;10.350000;-5.599893e+000
1036;10.360000;-4.894799e+000
1037;10.370000;-4.776108e+000
1038;10.380000;-4.903773e+000
1039;10.390000;-5.632750e+000
1040;10.400000;-6.368985e+000
1041;10.410000;-7.803714e+000
1042;10.420000;-7.647892e+000
1043;10.430000;-7.396468e+000
1044;10.440000;-7.432110e+000
1045;10.450000;-7.449153e+000
1046;10.460000;-7.115168e+000
1047;10.470000;-7.260080e+000
1048;10.480000;-8.264894e+000
1049;10.490000;-9.505880e+000
1050;10.500000;-1.013698e+001
1051;10.510000;-1.092177e+001
1052;10.520000;-1.171544e+001
1053;10.530000;-1.266279e+001
1054;10.540000;-8.920350e+000
1055;10.550000;-6.715203e+000
1056;10.560000;-5.703609e+000
1057;10.570000;-5.165028e+000
1058;10.580000;-5.081952e+000
1059;10.590000;-5.199670e+000
1060;10.600000;-5.435364e+000
1061;10.610000;-5.676688e+000
1062;10.620000;-5.924617e+000
1063;10.630000;-5.860921e+000
1064;10.640000;-5.975419e+000
1065;10.650000;-5.734090e+000
1066;10.660000;-5.588581e+000
1067;10.670000;-5.432734e+000
1068;10.680000;-5.567800e+000
1069;10.690000;-5.557104e+000
1070;10.700000;-5.548963e+000
1071;10.710000;-5.455957e+000
1072;10.720000;-5.587821e+000
1073;10.730000;-6.230195e+000
1074;10.740000;-7.398632e+000
1075;10.750000;-8.551601e+000
1076;10.760000;-8.735681e+000
1077;10.770000;-6.859228e+000
1078;10.780000;-5.899442e+000
1079;10.790000;-5.351414e+000
1080;10.800000;-5.194541e+000
1081;10.810000;-5.232985e+000
1082;10.820000;-5.474378e+000
1083;10.830000;-5.552244e+000
1084;10.840000;-5.639372e+000
1085;10.850000;-5.979700e+000
1086;10.860000;-6.500110e+000
1087;10.870000;-7.451965e+000
1088;10.880000;-8.735826e+000
1089;10.890000;-8.223025e+000
1090;10.900000;-7.774994e+000
1091;10.910000;-7.626437e+000
1092;10.920000;-7.502759e+000
1093;10.930000;-7.439828e+000
1094;10.940000;-7.208735e+000
1095;10.950000;-6.741055e+000
1096;10.960000;-6.314475e+000
1097;10.970000;-6.334961e+000
1098;10.980000;-7.166575e+000
1099;10.990000;-7.954276e+000
1100;11.000000;-8.684090e+000
1101;11.010000;-1.007275e+001
1102;11.020000;-1.124571e+001
1103;11.030000;-1.336433e+001
1104;11.040000;-1.503248e+001
1105;11.050000;-1.517153e+001
1106;11.060000;-1.365328e+001
1107;11.070000;-8.410429e+000
1108;11.080000;-6.257387e+000
1109;11.090000;-5.767780e+000
1110;11.100000;-5.531455e+000
1111;11.110000;-5.651581e+000
1112;11.120000;-5.538858e+000
1113;11.130000;-5.772868e+000
1114;11.140000;-5.745090e+000
1115;11.150000;-6.114698e+000
1116;11.160000;-6.217019e+000
1117;11.170000;-6.476816e+000
1118;11.180000;-6.465078e+000
1119;11.190000;-6.300711e+000
1120;11.200000;-6.015794e+000
1121;11.210000;-5.741753e+000
1122;11.220000;-5.667853e+000
1123;11.230000;-5.431606e+000
1124;11.240000;-5.107627e+000
1125;11.250000;-4.898449e+000
1126;11.260000;-4.915605e+000
1127;11.270000;-4.999275e+000
1128;11.280000;-5.193192e+000
1129;11.290000;-5.234588e+000
1130;11.300000;-5.210349e+000
1131;11.310000;-5.113932e+000
1132;11.320000;-5.114318e+000
1133;11.330000;-5.215543e+000
1134;11.340000;-5.677402e+000
1135;11.350000;-6.536666e+000
1136;11.360000;-6.897759e+000
1137;11.370000;-6.117439e+000
1138;11.380000;-5.133775e+000
1139;11.390000;-4.582819e+000
1140;11.400000;-4.471481e+000
1141;11.410000;-4.852224e+000
1142;11.420000;-4.988359e+000
1143;11.430000;-4.646106e+000
1144;11.440000;-4.463463e+000
1145;11.450000;-4.343694e+000
1146;11.460000;-4.315908e+000
1147;11.470000;-4.042902e+000
1148;11.480000;-3.892152e+000
1149;11.490000;-3.777773e+000
1150;11.500000;-3.907583e+000
1151;11.510000;-3.927945e+000
1152;11.520000;-3.985197e+000
1153;11.530000;-4.057683e+000
1154;11.540000;-4.462870e+000
1155;11.550000;-5.172925e+000
1156;11.560000;-6.505980e+000
1157;11.570000;-7.333722e+000
1158;11.580000;-8.841163e+000
1159;11.590000;-1.039477e+001
1160;11.600000;-1.037426e+001
1161;11.610000;-8.336516e+000
1162;11.620000;-7.245747e+000
1163;11.630000;-6.781066e+000
1164;11.640000;-6.531222e+000
1165;11.650000;-6.629972e+000
1166;11.660000;-6.945845e+000
1167;11.670000;-7.267080e+000
1168;11.680000;-7.185419e+000
1169;11.690000;-7.113522e+000
1170;11.700000;-6.973963e+000
1171;11.710000;-7.247347e+000
1172;11.720000;-7.699644e+000
1173;11.730000;-7.127626e+000
1174;11.740000;-6.562582e+000
1175;11.750000;-6.415585e+000
1176;11.760000;-6.435622e+000
1177;11.770000;-6.673936e+000
1178;11.780000;-6.761975e+000
1179;11.790000;-7.013454e+000
1180;11.800000;-7.186697e+000
1181;11.810000;-7.181794e+000
1182;11.820000;-7.234851e+000
1183;11.830000;-7.391023e+000
1184;11.840000;-7.566249e+000
1185;11.850000;-7.704069e+000
1186;11.860000;-8.061325e+000
1187;11.870000;-8.126711e+000
1188;11.880000;-8.439686e+000
1189;11.890000;-8.802809e+000
1190;11.900000;-9.586398e+000
1191;11.910000;-1.046300e+001
1192;11.920000;-1.208621e+001
1193;11.930000;-1.341662e+001
1194;11.940000;-1.397193e+001
1195;11.950000;-1.473865e+001
1196;11.960000;-1.488777e+001
1197;11.970000;-1.475175e+001
1198;11.980000;-1.490748e+001
1199;11.990000;-1.513051e+001
1200;12.000000;-1.529046e+001
1201;12.010000;-1.613609e+001
1202;12.020000;-1.587666e+001
1203;12.030000;-1.599669e+001
1204;12.040000;-1.584450e+001
1205;12.050000;-1.577149e+001
1206;12.060000;-1.602662e+001
1207;12.070000;-1.666352e+001
1208;12.080000;-1.594367e+001
1209;12.090000;-1.600724e+001
1210;12.100000;-1.601420e+001
1211;12.110000;-1.617787e+001
1212;12.120000;-1.626563e+001
1213;12.130000;-1.672204e+001
1214;12.140000;-1.735763e+001
1215;12.150000;-1.733473e+001
1216;12.160000;-1.756682e+001
1217;12.170000;-1.691842e+001
1218;12.180000;-1.684451e+001
1219;12.190000;-1.762488e+001
1220;12.200000;-1.756731e+001
1221;12.210000;-1.752469e+001
1222;12.220000;-1.742233e+001
1223;12.230000;-1.738626e+001
1224;12.240000;-1.743580e+001
1225;12.250000;-1.760018e+001
1226;12.260000;-1.776906e+001
